test_type,request_name,iteration,start_time,end_time,duration_ms,success,status_code,response,error
Single,Nueva petición,1,2025-07-10T21:21:29.787241Z,2025-07-10T21:21:30.023971Z,236,false,500,,"HTTP 500 Internal Server Error: {""code"":""500"",""description"":""Error inesperado.""}"
